#{"t_start": 1789802400.5430453, "env_id": "Humanoid-v5"}
r,l,t
324.069352,67,79.103974
247.894523,49,79.154839
96.685336,23,79.178775
96.329141,21,79.200716
264.086166,53,79.256567
323.432831,67,79.328375
144.908928,35,79.366273
271.944788,55,79.428136
287.340212,60,79.493495
287.048856,58,79.55669
250.57541,55,79.615559
231.622184,53,79.674374
394.834009,78,79.761142
239.3897,49,79.814
324.76917,65,79.884812
350.224153,81,79.983093
277.482736,65,80.05792
313.166297,60,80.124741
291.804197,67,80.205497
190.589567,41,80.250377
165.216189,35,80.288275
354.646104,75,80.370057
326.292296,78,80.455827
332.219187,67,80.529728
269.974185,55,80.588836
244.254172,52,80.645684
350.171222,68,81.850068
281.442834,60,81.926864
525.138221,104,82.044928
405.293537,93,82.145702
332.716352,68,82.218492
233.100457,53,82.274342
705.720818,142,82.43289
237.323578,50,82.486305
480.278644,99,82.594118
441.066584,100,82.708815
251.33054,54,82.768653
186.070465,41,82.811571
349.979524,73,82.889505
291.296962,58,82.953305
367.147966,82,83.041925
376.972789,77,83.123739
307.447128,63,83.190558
361.869826,74,83.271344
276.817597,59,83.333179
199.292737,46,83.383043
253.113006,53,83.438894
305.296455,60,83.50426
197.640321,43,83.550164
379.039107,75,83.632011
275.93894,62,83.697833
326.26598,74,83.780614
293.351313,57,83.843473
676.106984,141,83.996606
281.885259,60,85.16168
366.789545,71,85.246455
406.516476,85,85.339321
350.878679,74,85.41811
338.278801,66,85.488483
312.506233,70,85.566868
306.375254,66,85.6407
232.702118,49,85.692617
337.230496,69,85.76545
234.402259,57,85.825391
376.194786,75,85.903187
322.036855,65,85.970732
327.005863,64,86.042541
310.60265,61,86.109335
298.939615,58,86.172165
247.946287,52,86.230039
278.290503,56,86.289607
297.289832,62,86.355435
275.246903,54,86.413276
345.189735,71,86.488077
338.910111,65,86.55654
330.875831,70,86.630807
427.675368,86,86.725806
423.326611,87,86.819164
282.213176,63,86.886984
287.863368,58,86.949816
436.555607,90,87.047138
341.524717,65,87.115978
288.133453,60,87.17881
362.744313,77,87.261588
356.838295,80,88.466566
215.06382,48,88.519077
329.548,65,88.602852
299.499189,58,88.671121
269.950699,60,88.73894
220.628789,47,88.788807
243.979888,51,88.844165
189.709141,40,88.886053
313.574261,63,88.956864
285.390321,60,89.035733
283.586468,65,89.10657
245.215051,56,89.168378
397.910182,81,89.258136
291.991181,58,89.323961
267.54221,54,89.381808
271.261489,54,89.827817
473.528333,95,89.933534
268.775511,62,90.049465
335.27829,68,90.129253
131.230686,28,90.16017
455.08085,92,90.262213
263.141412,56,90.323051
331.853094,68,90.396826
172.173413,38,90.438714
325.619485,61,90.507103
253.457497,50,90.563951
403.468421,82,90.655366
266.032615,54,90.713239
284.787624,60,90.776072
332.509417,78,90.864807
444.646382,88,90.960549
256.613147,53,91.0186
281.817496,62,91.086418
361.503728,71,91.165209
