#{"t_start": 1789805690.1339798, "env_id": "MicroDuck-v1"}
r,l,t
40.460642,25,49.325374
65.873174,37,49.364089
19.245797,11,49.377742
18.263959,18,49.394697
12.254147,13,49.411652
28.708432,26,49.442329
55.259826,31,49.475213
26.641092,21,49.500868
101.187171,65,49.580606
39.143932,26,49.623555
21.122644,21,49.652968
17.658505,10,49.662937
85.407666,39,49.706703
13.08516,17,49.726649
28.436044,15,49.740611
32.510838,22,49.763662
43.620528,31,49.797251
22.596554,12,49.810215
55.244319,35,49.846749
32.856096,21,49.875544
32.824247,25,49.904214
29.937549,16,49.929149
16.364914,11,49.949869
45.531155,28,49.984984
35.522276,20,50.012727
31.948583,17,50.033673
46.05364,38,50.077097
18.15472,20,50.097045
14.486934,35,50.132997
19.86562,17,50.148955
49.479053,30,50.180651
36.700486,40,50.222541
32.718678,20,50.240498
27.013852,20,50.258545
36.916952,32,50.287754
20.180963,14,50.305738
17.273067,15,50.318672
25.533388,23,51.916093
38.92232,24,51.943022
30.680231,18,51.961971
40.370569,39,52.002323
25.991657,14,52.018281
19.274644,11,52.029252
44.441554,41,52.073438
27.896131,16,52.092761
26.440748,18,52.111711
53.353571,39,52.147954
31.243881,27,52.172886
24.527859,31,52.202807
150.304699,74,52.274686
22.563531,13,52.287554
15.671492,16,52.302513
50.894215,40,52.343169
48.566297,28,52.368151
29.217349,38,52.405074
26.023433,18,52.42211
57.081981,31,52.450035
50.908549,32,52.479986
26.975676,21,52.497935
31.274627,19,52.516999
60.182333,37,52.55406
69.231763,39,52.59096
30.406342,21,52.612969
42.701614,33,52.643886
24.593397,16,52.658784
26.560822,19,52.677733
22.655278,16,52.695256
74.586373,46,52.748593
47.724913,45,52.801261
52.808711,38,52.839486
49.880752,31,52.868411
50.545906,35,52.902157
59.758734,31,52.939801
24.73641,20,52.961742
42.633835,27,52.988496
18.448461,24,53.013369
18.953933,23,53.03631
27.721966,28,53.065233
19.044093,19,53.08419
28.948591,23,53.112115
19.880182,29,53.142771
29.117749,17,53.158728
27.596831,24,53.183147
79.118409,44,53.231958
-0.610489,39,53.499784
56.812712,38,53.55364
57.525291,36,53.591415
24.037975,22,53.615264
47.878301,30,53.650657
20.418625,18,53.672599
25.041068,18,53.691547
28.752028,17,53.710245
25.913978,16,53.733184
30.596496,32,53.765838
3.703564,26,53.790727
82.338359,50,53.842427
61.861687,47,53.889083
41.794238,24,53.912452
25.758122,17,53.929438
35.437361,29,53.958552
23.712072,13,53.975507
41.685139,24,54.000966
13.511842,15,54.015927
78.998515,42,54.059413
30.436995,17,54.078362
23.202114,12,54.09033
63.706429,30,54.124374
21.10777,11,54.136344
40.981413,34,54.172187
33.596197,17,54.189142
30.982051,19,54.210896
25.450911,31,54.242842
23.913004,14,54.255737
23.800543,21,55.484403
26.71786,20,55.506345
23.471351,22,55.532275
52.178103,34,55.567182
20.38127,14,55.581144
15.770209,10,55.592114
13.232271,6,55.600093
32.513579,29,55.63431
29.071631,21,55.660241
35.361917,19,55.680187
37.860347,24,55.70512
49.574974,31,55.740027
92.231508,48,55.78909
46.690537,28,55.817015
29.023545,23,55.841935
17.684373,26,55.87284
31.791988,19,55.891788
84.238138,63,55.965048
35.214724,24,55.988014
35.886979,20,56.009929
22.276486,12,56.020898
33.992967,25,56.043835
38.545736,24,56.068769
29.466677,16,56.087199
48.193314,29,56.123131
25.752406,24,56.159006
54.304875,30,56.199895
36.807036,36,56.234803
15.912485,26,56.27038
23.177713,13,56.286015
29.981491,26,56.319922
22.049609,19,56.340894
11.685499,18,56.359841
29.954812,44,56.410459
10.203431,14,56.423393
42.787724,30,56.458302
32.937083,24,56.48423
44.23494,28,56.513181
32.589415,25,56.537091
24.017492,12,56.550054
23.569991,24,56.575987
27.970271,22,56.598106
57.579798,38,56.634811
96.268141,38,56.677706
16.217189,19,56.697651
32.213958,22,56.721616
36.415158,27,56.747538
34.190959,22,56.773443
38.251643,21,56.793389
41.824213,35,56.826328
35.580864,26,56.85126
21.46404,18,56.867217
51.716311,37,56.904226
34.926168,30,56.932151
23.394757,20,56.950103
27.409322,21,56.973042
21.158619,11,56.984011
33.471636,21,57.002962
25.274072,20,57.020941
34.882097,51,57.067475
23.155805,13,57.080441
43.935959,38,57.117312
61.822947,35,57.150253
32.231321,31,57.179579
49.298159,36,57.213518
33.383855,29,57.242242
30.377493,26,57.268142
35.261178,22,57.290083
39.490092,27,57.315017
39.282074,32,57.345618
36.201723,31,57.374541
28.95675,23,57.397023
39.260637,35,57.437909
26.233009,36,57.471234
27.612378,22,57.492783
38.480072,41,57.529714
21.860889,12,57.541652
45.962588,33,57.57257
32.80238,22,57.592517
38.129217,23,58.829495
24.235418,19,58.851438
43.879265,28,58.884349
35.651402,52,58.941744
21.84691,11,58.955706
25.902256,22,58.982056
34.456544,28,59.015965
27.689461,27,59.043892
26.549529,21,59.064835
58.087754,46,59.109854
23.688045,17,59.127614
47.320471,29,59.156537
37.683652,29,59.186457
54.853073,36,59.228345
29.635907,24,59.254276
22.782349,13,59.26724
29.071409,17,59.283508
46.313477,31,59.311433
23.359547,26,59.338362
29.692051,19,59.358308
32.048178,24,59.380807
54.532531,35,59.412723
22.349974,31,59.445664
26.60773,16,59.460431
33.104868,40,59.499328
18.230435,10,59.509301
7.548843,12,59.521269
123.874916,67,59.584101
38.455315,30,59.611977
86.825828,36,59.6454
104.100204,45,59.694268
24.842811,16,59.709229
25.353143,13,59.721196
51.734524,28,59.748126
48.353731,33,59.779921
44.034786,30,59.811834
25.840847,20,59.833747
25.06593,17,59.850701
38.182405,22,59.870767
65.013257,40,59.910373
35.477071,25,59.936919
32.500944,35,59.971037
44.680449,42,60.010959
103.221613,50,60.058066
9.328039,33,60.08998
17.292331,11,60.099954
75.082219,57,60.152894
30.212696,17,60.168852
26.27102,21,60.189796
122.802192,66,60.25565
26.118232,14,60.268758
56.66986,35,60.306627
23.187549,55,60.361482
32.822534,19,60.379072
37.740407,27,60.406999
38.22047,38,60.444829
42.939139,39,60.480733
18.046994,31,60.510653
17.026493,38,60.545561
26.776499,15,60.559551
28.995492,31,60.589476
50.430555,37,60.623493
39.352379,29,60.65142
42.953173,36,60.684383
26.299395,18,60.701338
30.806303,23,60.722282
33.746258,24,60.745221
37.064515,29,60.772149
26.146521,16,60.787137
67.158893,31,60.817505
78.917472,40,62.094312
24.151837,13,62.108275
49.108321,46,62.155533
64.07596,31,62.189443
37.16645,29,62.222354
11.73939,12,62.236317
20.713203,10,62.24629
66.860536,46,62.30713
61.395723,65,62.397821
10.61795,13,62.421758
25.069483,24,62.464643
16.680972,35,62.510648
24.899579,23,62.533587
21.039846,21,62.557523
25.579466,13,62.573481
37.460115,21,62.597415
27.364339,21,62.617362
13.804464,15,62.632324
14.191109,20,62.651356
68.922643,38,62.689084
28.427989,22,62.712023
81.760369,45,62.754908
25.877382,18,62.770866
43.510859,28,62.802046
24.77109,14,62.815011
65.08481,44,62.855902
36.567838,45,62.901779
67.490412,43,62.947243
21.008194,45,62.988961
41.32217,24,63.012897
31.519455,20,63.031876
24.578852,19,63.048801
22.494312,12,63.060797
50.517548,39,63.098667
25.071535,18,63.114625
31.431195,37,63.151027
32.452218,22,63.172001
41.839238,24,63.193912
39.490901,23,63.214886
40.6802,22,63.234802
49.842933,50,63.285668
28.233167,48,63.341605
54.474905,37,63.381089
29.921177,17,63.397048
58.646259,29,63.426994
35.176559,23,63.448909
21.529986,11,63.458909
65.988645,52,63.50628
31.515952,19,63.525229
9.842676,37,63.561133
35.768708,31,63.595071
48.449197,38,63.630549
31.522515,67,63.698585
16.170552,16,63.714542
54.962412,34,63.74449
36.653026,29,63.77139
27.291475,20,63.789371
34.346994,23,63.811283
22.653351,20,63.83123
22.510761,20,63.851177
30.227347,16,63.866136
29.012238,19,63.886083
33.727641,26,63.909665
11.913638,16,63.93062
64.968036,45,63.976486
76.944235,48,64.021394
83.3768,38,64.056273
50.466721,32,64.085223
45.703476,42,64.125264
39.565909,26,64.148202
31.742466,35,64.180303
33.075529,20,65.308455
23.866387,19,65.333388
49.960655,35,65.373203
31.667834,20,65.391696
21.182557,20,65.414635
26.196129,21,65.433583
28.600246,27,65.462507
46.512166,30,65.492425
49.991767,35,65.525338
46.17169,30,65.557252
57.534231,36,65.591161
60.015007,38,65.632052
27.937818,15,65.646527
51.644359,29,65.672485
20.30653,27,65.697552
20.597475,19,65.715067
29.244174,16,65.730059
17.680383,16,65.74399
31.695547,23,65.765932
129.074841,55,65.816827
19.61989,10,65.825804
91.076483,43,65.865025
29.093811,17,65.880976
33.90045,22,65.900465
15.224782,16,65.915034
30.417919,16,65.930022
42.948019,46,65.971835
47.079189,30,65.999761
39.468298,27,66.025691
42.314893,26,66.048972
18.427926,19,66.066922
23.18449,15,66.080885
49.048996,29,66.107814
36.458918,35,66.140752
69.758889,36,66.173663
59.302128,34,66.207553
60.643605,30,66.234484
24.236833,22,66.254426
10.092715,18,66.272381
32.97171,28,66.296901
54.801047,42,66.334797
13.825395,30,66.361725
23.696502,50,66.409063
25.526904,14,66.422032
35.634827,20,66.440101
36.854097,26,66.465739
31.00381,18,66.481695
27.102948,13,66.493664
25.130869,22,66.513638
28.229214,34,66.544556
44.464603,38,66.578254
31.13268,21,66.598173
24.524932,20,66.617722
34.905634,23,66.639664
25.961328,28,66.666008
67.568962,40,66.704412
33.292435,29,66.736191
22.2443,21,66.758642
40.761526,26,66.784574
24.826816,20,66.804551
69.950721,38,66.840204
30.496997,29,66.866134
24.006073,22,66.889746
36.648447,22,66.91031
27.047585,56,66.964448
38.498068,22,66.983398
42.203827,43,67.02426
2.96156,50,67.075125
27.814769,22,67.099878
32.378643,24,67.124812
33.347817,17,67.141765
29.280679,22,67.170475
48.37746,34,67.206447
26.34433,22,67.229387
19.857709,10,67.240356
30.226087,22,67.262299
29.760199,24,67.292135
31.033862,24,68.428937
70.526671,44,68.475784
36.658742,37,68.516679
31.436004,28,68.548593
56.900501,34,68.588485
37.12149,33,68.623391
29.436464,16,68.64634
55.253236,53,68.699198
36.73052,24,68.72812
41.798909,30,68.761499
34.431279,21,68.781445
32.410601,26,68.808373
41.905133,30,68.83854
24.039033,16,68.853501
27.191247,21,68.87547
29.403323,22,68.898243
114.270793,71,68.964094
36.395272,45,69.004453
34.917789,28,69.030385
46.387319,37,69.063295
48.979363,29,69.092218
15.030003,11,69.103161
103.948979,73,69.170219
40.144045,24,69.196148
34.395665,23,69.218089
35.61198,25,69.241056
16.478605,15,69.255018
21.498847,19,69.274936
66.24378,37,69.311838
40.429639,23,69.333458
73.485022,38,69.373986
23.446066,15,69.388943
29.960426,32,69.419863
18.524552,18,69.437815
30.58826,23,69.458757
20.951192,10,69.467733
34.944992,27,69.494434
38.290183,20,69.656539
40.921714,26,69.681623
34.469129,18,69.697553
119.905415,66,69.759194
44.212517,36,69.792078
14.625573,15,69.808035
82.063863,37,69.844005
27.672547,26,69.868514
32.401937,17,69.888461
35.104064,20,69.91259
19.299845,19,69.941513
36.775961,20,69.961458
28.886062,24,69.985037
63.65628,38,70.022343
15.856956,17,70.041268
28.331362,44,70.085112
92.521465,56,70.142957
49.517148,29,70.169957
36.240713,26,70.194577
78.840506,39,70.231477
10.912022,35,70.262394
23.322904,23,70.284953
37.511483,20,70.302905
30.628165,24,70.325843
20.315444,19,70.345339
29.770688,21,70.365281
76.16207,33,70.395819
23.365212,21,70.419727
49.35067,27,70.44865
52.761267,42,70.486549
69.033831,32,70.514716
27.167774,25,70.53868
21.634508,12,70.54965
44.922824,28,70.577548
48.514822,40,71.71354
128.188689,61,71.788887
34.362477,20,71.810828
33.919447,24,71.835761
45.643222,43,71.878647
50.745951,48,71.927819
37.87443,29,71.958737
30.598769,19,71.978683
26.807142,21,71.99963
72.941388,45,72.041516
44.774663,26,72.067445
61.743795,36,72.10194
37.750863,49,72.14682
23.913594,21,72.167736
28.823849,23,72.189678
39.971748,58,72.242102
30.443265,22,72.261108
29.148776,17,72.277065
44.321034,27,72.302998
21.350663,18,72.322943
24.241668,11,72.332943
-14.726228,39,72.376423
22.680007,23,72.397395
39.459792,28,72.423236
25.776377,22,72.443213
62.205571,30,72.470113
13.715163,19,72.488094
59.402912,36,72.522004
40.810396,26,72.545938
36.563467,20,72.563891
33.621434,23,72.584806
25.415935,21,72.603757
85.338609,67,72.663679
29.309729,22,72.683626
79.115046,55,72.734489
54.763833,30,72.762475
23.974994,21,72.784375
38.396087,35,72.816262
34.636126,27,72.842192
27.798423,17,72.858149
51.236138,28,72.885077
50.646381,32,72.914676
15.153877,18,72.93465
12.355611,16,72.949582
68.21059,35,72.986484
19.103756,16,73.002469
16.160694,28,73.0284
26.631615,22,73.049315
36.016847,26,73.074281
41.736358,22,73.094225
56.040017,30,73.12212
80.134868,44,73.167199
34.629472,28,73.192161
38.383272,22,73.212139
31.574972,22,73.232092
23.308992,14,73.24505
24.262881,13,73.258015
24.001223,12,73.268987
27.553217,17,73.283946
33.196559,19,73.301869
75.407967,42,73.33929
31.292631,18,73.357243
7.583572,16,73.375813
27.411903,20,73.39576
41.626537,32,73.42568
18.663552,29,73.453608
23.580876,21,73.472554
33.103982,25,73.495493
162.857991,73,73.564311
24.125042,12,73.57628
21.37949,14,73.589245
21.976131,18,73.607197
45.183254,31,73.635125
41.723906,27,73.660673
61.073564,34,74.78266
47.135719,33,74.817658
24.898924,13,74.834611
58.164022,42,74.883061
43.854176,23,74.911554
59.509428,37,74.95365
44.391481,39,74.995538
57.837165,31,75.041413
79.443373,42,75.082904
24.551269,13,75.095868
25.000798,13,75.109982
27.267134,14,75.122948
74.496523,36,75.159848
23.957206,14,75.172813
40.113329,32,75.202766
40.196913,24,75.23111
95.27416,47,75.281282
32.720683,33,75.318155
24.061787,29,75.34509
36.063491,23,75.366811
40.479739,35,75.402285
51.967726,29,75.432206
31.717589,20,75.450157
22.619856,21,75.470107
44.729771,28,75.496062
35.062212,24,75.520969
34.993239,25,75.546897
48.812323,35,75.578676
25.164254,13,75.591641
23.296423,12,75.601645
42.029053,53,75.650512
44.148581,26,75.673422
28.213317,22,75.694366
86.667355,48,75.739247
60.09653,28,75.765205
36.695084,22,75.785468
59.762432,34,75.817791
19.737894,19,75.837737
63.495003,45,75.890596
25.572398,21,75.912487
25.884019,22,75.934427
33.461301,24,75.957366
36.968635,59,76.015211
23.626902,19,76.035187
30.98312,20,76.056104
37.914497,30,76.084027
48.200893,29,76.113948
18.688212,19,76.131899
30.593521,19,76.149879
40.393092,26,76.175965
30.337216,18,76.193917
70.751197,52,76.242786
70.738318,45,76.286743
56.913054,35,76.321222
46.683659,30,76.349148
46.059819,38,76.385175
6.062436,11,76.397143
59.342663,36,76.433075
72.618754,37,76.46596
25.97864,16,76.481943
33.664322,18,76.499869
28.387629,26,76.523805
34.099402,26,76.548738
53.558808,37,76.584698
14.723392,16,76.602651
55.639715,35,76.634593
56.367728,36,76.668502
25.04076,14,76.681467
28.170803,22,76.701417
12.76796,13,76.715349
29.309805,15,76.72934
52.584552,33,76.759231
37.48352,24,76.782171
30.430281,22,77.933958
28.025501,15,77.947919
25.982133,22,77.970859
46.055436,28,77.999781
42.410763,61,78.065605
35.343983,32,78.104501
27.40173,21,78.124448
23.045784,12,78.137414
30.652406,22,78.158357
47.62101,35,78.191269
24.458958,22,78.211216
25.592408,14,78.224209
61.438406,52,78.278037
32.061316,17,78.294991
36.775258,24,78.317931
31.557603,17,78.339427
17.002907,10,78.348403
24.38901,21,78.368008
43.80383,30,78.394936
35.080506,28,78.422859
30.222738,17,78.43879
44.290895,28,78.464747
18.06582,11,78.474693
25.138453,14,78.487657
16.554996,12,78.498629
30.128488,19,78.516581
37.258645,34,78.548495
28.20784,13,78.56146
58.154045,41,78.601353
26.411618,18,78.618308
34.349723,20,78.637099
38.812134,25,78.662031
35.771386,21,78.681978
47.762254,41,78.720873
26.34576,21,78.740819
64.112935,50,78.787725
27.958189,22,78.807669
35.567544,31,78.834965
105.504414,90,78.918629
38.095491,29,78.944587
65.998743,34,78.976475
21.72411,11,78.987447
40.382868,28,79.0144
78.487456,44,79.057258
35.49348,22,79.078201
113.567755,70,79.143029
33.614098,23,79.164002
51.357488,36,79.196912
73.192172,33,79.227832
22.846062,12,79.238793
29.361493,24,79.260742
10.927555,11,79.270687
35.096417,28,79.295648
33.058373,24,79.317589
36.025385,21,79.336512
27.077925,14,79.353469
55.78656,36,79.387014
28.459236,39,79.424911
22.299863,20,79.444858
35.498227,27,79.470788
22.925781,13,79.482783
18.790802,19,79.499738
30.369922,18,79.516692
24.170236,14,79.52866
36.286894,23,79.548607
46.670755,59,79.602463
58.626231,41,79.639364
29.021859,22,79.659283
58.991343,41,79.696184
34.696671,24,79.719151
98.663214,50,79.767797
17.908791,9,79.778282
58.322615,32,79.807204
33.856965,27,79.832807
39.001672,25,79.862927
48.358791,32,81.530671
24.947686,25,81.56817
24.258548,22,81.59314
35.807376,24,81.619352
28.977107,18,81.640298
80.551112,71,81.720112
69.986744,44,81.766494
27.20994,23,81.788604
34.897792,21,81.811112
61.809824,43,81.857726
31.856801,18,81.875975
43.651789,38,81.910497
35.983548,29,81.936429
25.531906,25,81.959394
2.230681,48,82.003249
60.90526,40,82.040178
39.536179,27,82.065132
23.638976,20,82.084065
48.861788,26,82.107969
35.363563,27,82.132903
79.775998,39,82.171799
24.713776,21,82.192247
24.322698,20,82.211196
38.145337,24,82.233166
43.434302,26,82.260081
60.644561,61,82.316941
36.257767,24,82.338857
46.359862,34,82.370128
45.364945,32,82.398084
34.949484,20,82.416006
50.675412,27,82.439941
28.995035,22,82.459915
35.167064,29,82.485849
29.841628,22,82.506764
27.881191,15,82.51973
38.864345,22,82.539676
28.925517,26,82.562614
29.639606,37,82.59655
150.958789,79,82.672351
68.063784,38,82.706265
51.545727,30,82.734154
33.143387,20,82.752134
21.098931,18,82.768094
28.28945,15,82.783052
96.432012,89,82.877262
23.19648,12,82.890226
89.192148,43,82.930655
31.912983,21,82.950603
15.396059,18,82.967557
40.1846,27,82.993488
33.380645,23,83.01543
94.962773,49,83.066163
96.970684,53,83.122449
27.615171,22,83.149376
14.731924,15,83.170352
27.684752,20,83.189296
31.373486,23,83.212238
37.021844,22,83.237171
28.629255,30,83.275043
23.837157,15,83.292974
41.907936,27,83.325906
34.046981,17,83.343737
34.03574,20,83.366516
28.48486,15,83.383279
52.642972,27,83.411001
57.477732,34,83.450964
31.502387,23,83.481855
30.203633,22,83.511775
34.657066,25,83.538702
105.433068,44,83.579593
20.509653,11,83.590562
19.388828,18,84.708868
38.761097,22,84.731807
35.32722,24,84.755743
23.917511,29,84.782671
39.389422,25,84.807605
22.318193,11,84.821566
18.402777,9,84.832539
42.034837,30,84.860156
54.077541,39,84.904358
31.434422,18,84.921312
66.248287,71,84.986144
38.220893,24,85.010102
60.61677,37,85.044011
34.521193,19,85.060972
38.704702,25,85.08402
24.176561,20,85.101972
41.772264,32,85.130895
34.890458,24,85.152808
71.024681,47,85.195721
38.520839,20,85.213673
31.330889,45,85.25354
31.425287,18,85.272489
73.20769,42,85.312382
23.46203,12,85.323353
47.832147,48,85.367236
32.228071,23,85.387854
34.646284,29,85.414782
40.360535,30,85.441736
63.30235,33,85.471659
39.653756,22,85.491603
8.846818,50,86.366678
30.30959,18,86.382327
31.460683,24,86.404295
32.074321,18,86.420252
28.289877,18,86.438178
32.510347,18,86.456204
53.359293,50,86.513288
51.166056,35,86.548514
35.88179,40,86.588654
38.42963,29,86.621118
31.563489,27,86.648041
69.604243,41,86.686826
47.084108,40,86.726278
16.338363,17,86.742558
35.69562,20,86.760959
102.170078,51,86.805921
25.985836,22,86.82513
29.838804,21,86.844035
64.244548,31,86.872449
25.876843,14,86.884415
28.200429,21,86.90572
88.35497,55,86.95636
34.598966,18,86.971349
26.147299,21,86.990456
29.540863,28,87.017868
40.011822,23,87.039364
65.345474,38,87.075134
20.900268,12,87.086666
26.807436,15,87.100629
22.527505,10,87.113662
56.390644,29,87.1432
35.839208,26,87.167165
26.224078,22,87.187771
36.804087,21,87.206746
36.905307,22,87.226385
30.479338,23,87.247315
32.140369,17,87.263115
42.748003,27,87.28676
22.328669,12,87.298731
39.906931,24,87.319513
60.722521,42,87.35924
116.323943,57,87.414452
31.016626,21,87.433403
34.463041,24,87.455678
29.890342,23,88.630998
21.551741,43,88.672427
59.255952,46,88.717307
47.127772,42,88.763183
60.219032,35,88.812053
25.356864,21,88.84696
46.675477,47,88.902466
29.092744,17,88.921415
30.510474,24,88.947415
46.704138,31,88.978333
31.946682,22,89.001271
36.604119,22,89.022215
34.355569,26,89.046151
30.077235,17,89.061132
45.214472,26,89.086579
42.349643,26,89.110542
27.735674,14,89.122514
24.646397,12,89.133483
39.443873,25,89.155422
43.716347,36,89.186997
27.815176,16,89.201483
47.476425,29,89.22943
57.568242,28,89.254625
45.560019,25,89.27846
23.902594,17,89.296743
35.952905,24,89.319249
31.562919,17,89.334984
38.779722,23,89.357688
35.290479,23,89.379252
33.514822,21,89.398041
1.054049,63,89.457619
43.627996,41,89.499537
60.357693,36,89.536514
38.929672,25,89.56027
36.532102,22,89.580683
32.312219,16,89.594645
25.913738,28,89.620343
62.474846,31,89.647907
35.415137,26,89.671221
34.840698,22,89.691996
42.629133,35,89.723289
44.827849,28,89.74854
28.984857,22,89.771074
108.9612,51,89.816061
34.88015,22,89.836086
25.119743,21,89.85646
41.4238,26,89.880865
27.844064,22,89.902451
67.708186,44,89.94379
30.54163,41,89.98051
42.880843,27,90.00747
23.655416,20,90.025391
95.473042,57,90.077717
22.277947,14,90.090655
32.868119,27,90.114719
28.778453,21,90.134377
54.765689,30,90.161903
29.628752,26,90.185586
32.290929,27,90.210604
55.295908,37,90.244749
38.257096,40,90.280673
36.82364,21,90.300005
21.979816,12,90.310976
22.424553,22,90.336313
34.529411,25,90.358028
50.917071,33,90.389577
65.890222,42,90.428469
65.49274,38,90.462486
28.941112,17,90.478443
33.740804,31,90.506369
36.126064,27,90.530309
41.750682,27,90.555309
101.795798,44,90.594177
28.639294,16,91.677221
69.983348,67,91.743045
50.135431,31,91.773961
31.545706,39,91.812856
102.02189,55,91.866713
64.944792,32,91.896494
32.7869,19,91.914474
37.2534,45,91.954626
44.918383,33,91.984546
58.845361,43,92.026434
22.970895,12,92.037405
38.092915,27,92.061341
88.074847,52,92.109212
29.418135,17,92.12517
18.226435,23,92.147111
80.603879,52,92.196978
32.636267,18,92.212935
53.289326,40,92.252829
53.36561,35,92.28574
19.176728,19,92.302727
59.602827,32,92.331618
44.623082,31,92.361539
65.092472,36,92.394596
30.78755,20,92.413547
49.990408,44,92.454471
28.57713,23,92.475404
21.877153,19,92.494359
26.129884,22,92.513316
137.737473,86,92.592068
70.865386,41,92.627972
70.255048,44,92.66789
31.154993,22,92.68881
35.406754,26,92.711748
37.250608,34,92.743664
27.939342,22,92.76361
21.691739,17,92.77857
72.812938,61,92.837412
18.688935,46,92.878303
45.99535,59,92.930305
40.942414,26,92.953586
29.326841,41,92.990485
27.657194,48,93.033399
58.591222,39,93.069274
37.063884,24,93.091216
27.954735,22,93.113157
26.007331,13,93.124127
32.070036,23,93.144893
34.24021,18,93.160851
82.303115,37,93.196755
35.413808,20,93.216132
43.277697,27,93.244058
34.812883,25,93.269987
34.319583,23,93.292272
65.205349,37,93.326181
62.644482,31,93.356698
76.118365,44,93.401161
74.025933,36,93.435099
22.115954,28,93.460032
49.250445,43,93.498902
87.045929,36,93.533835
38.294612,20,93.551787
20.90729,26,93.575727
46.314415,35,94.72457
37.10117,26,94.752496
36.490758,19,94.773439
29.576934,24,94.800367
32.411815,27,94.826298
47.885208,36,94.862524
66.49772,41,94.902951
33.07785,24,94.923896
138.311834,57,94.976694
42.32504,44,95.016614
40.324058,34,95.048528
36.951138,28,95.075429
45.517526,32,95.105879
79.645172,45,95.145772
39.01906,29,95.1727
30.600817,43,95.211598
106.827602,44,95.252486
187.529537,107,95.353189
54.904609,39,95.3945
28.588194,40,95.431402
18.598282,18,95.450378
67.352014,35,95.48825
27.029566,24,95.512186
32.198593,23,95.535151
36.773961,58,95.587981
30.374676,16,95.601957
29.412702,28,95.626912
72.961878,35,95.65979
59.172828,48,95.706221
23.67379,21,95.72517
34.202853,30,95.752099
58.408876,34,95.782211
34.305734,19,95.799165
22.529463,11,95.809166
37.244174,25,95.832077
52.464027,32,95.861028
44.725563,25,95.882969
26.232646,43,95.920501
37.26504,31,95.948424
64.857846,36,95.980338
58.383628,44,96.021208
32.378429,25,96.043149
30.795616,23,96.065119
32.550181,25,96.090024
30.461237,18,96.10698
37.480117,26,96.129917
38.954545,29,96.15585
62.824639,30,96.182806
26.078103,16,96.199096
113.023086,66,96.258451
39.541753,27,96.283385
41.49667,25,96.309316
56.322349,30,96.339264
32.498684,34,96.370181
42.777695,29,96.398647
45.544474,29,96.4266
66.607107,40,96.463508
41.657021,33,96.493421
74.837391,57,96.544287
38.900004,42,96.582157
117.191421,82,97.694277
53.084709,27,97.721204
85.32268,45,97.764091
71.755194,65,97.82393
32.625411,32,97.854874
85.890839,57,97.908248
30.681272,23,97.929219
22.834058,26,97.953128
36.394895,25,97.977064
30.091168,25,98.000002
50.500319,30,98.02746
98.609396,41,98.063364
70.063138,43,98.103257
31.17521,34,98.134175
127.350341,81,98.208946
50.984545,32,98.238468
77.220176,41,98.274372
25.516909,22,98.296312
78.558399,42,98.334212
47.87195,33,98.365813
53.532696,35,98.397303
42.617064,28,98.424258
22.764222,12,98.434232
52.354652,33,98.46316
49.195468,31,98.491082
42.802763,32,98.519975
60.094308,44,98.559895
51.87079,31,98.586827
31.894409,25,98.608765
36.913763,28,98.633698
45.074604,43,98.67848
24.877192,21,98.699425
32.820903,22,98.720396
36.395922,24,98.75191
23.872902,15,98.766869
34.68427,25,98.789808
31.210029,19,98.807789
38.434668,21,98.82671
30.093582,18,98.842696
50.587532,30,98.871621
34.590122,28,98.897548
36.480883,30,98.924046
62.946097,39,98.959951
37.914884,21,98.978873
39.686327,25,99.000841
25.017413,20,99.019611
46.799119,32,99.048561
33.329751,19,99.065489
38.739658,31,99.093441
21.32181,12,99.104411
28.276363,40,99.140317
32.244639,29,99.166784
39.700271,25,99.189723
51.228272,37,99.222635
16.557421,8,99.229616
54.979021,49,99.272473
31.681085,42,99.310373
78.536831,39,99.345309
32.559954,25,99.368824
15.685336,16,99.383785
33.80943,30,99.418693
18.63001,18,99.437641
50.660644,29,99.467562
28.34562,25,99.495486
76.176282,36,99.533385
36.313282,30,99.563306
10.479937,58,100.731613
123.719575,50,100.77749
23.404858,12,100.789459
23.599252,21,100.812396
31.902675,22,100.835335
79.894234,47,100.889198
78.009148,43,100.931201
38.944573,25,100.953143
36.949871,21,100.972091
73.382167,46,101.014007
35.76828,24,101.034951
120.090842,48,101.07839
62.179985,32,101.10831
49.434622,35,101.139205
42.3043,63,101.195787
32.66829,18,101.212745
29.236903,22,101.233658
59.518002,35,101.375104
22.78181,20,101.396107
43.137818,27,101.420043
26.272859,20,101.438991
75.819214,37,101.474894
34.854716,43,101.512821
27.149597,15,101.526783
27.144286,17,101.541746
46.75171,42,101.580654
54.329002,48,101.622528
38.136069,20,101.64048
30.644975,16,101.654447
31.14953,22,101.674397
28.100812,21,101.694336
26.313585,13,101.705306
44.424242,31,101.734229
23.57529,25,101.75617
35.151302,24,101.779082
78.245697,34,101.812365
33.428024,20,101.830348
41.126813,26,101.85484
43.365002,33,101.885729
32.363296,22,101.906507
66.384839,35,101.938421
41.667382,36,101.971332
33.373156,22,101.990253
34.636791,31,102.019176
26.443274,29,102.04471
16.613334,43,102.082609
40.112167,30,102.109564
27.390205,75,102.177355
69.61136,34,102.209447
23.504628,17,102.224406
35.249037,34,102.255324
108.781616,49,102.298236
52.193056,33,102.328156
51.836903,29,102.356054
